Theta,Alpha,Low_beta,High_beta,Gamma,Class
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
0.028359,0.044915,0.076156,0.041313,0.024917,lefthand
0.087006,0.06172,0.054444,0.055418,0.024728,lefthand
63.783373,21.375115,25.20075,10.140826,3.394915,lefthand
45.211362,19.733032,25.45935,8.477713,3.402661,lefthand
