Theta,Alpha,Low_beta,High_beta,Gamma,Class
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
10.681546,21.917552,19.701582,3.568087,5.940491,righthand
15.277881,20.436097,17.608063,3.916422,5.610467,righthand
0.083984,0.098644,0.038794,0.018069,0.044153,righthand
0.039166,0.051241,0.043296,0.028503,0.01831,righthand
