Theta,Alpha,Low_beta,High_beta,Gamma,Class
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
1.367247,2.070397,0.66579,0.794357,0.314972,steady
0.027002,0.026,0.029102,0.03833,0.04391,steady
0.022025,0.037281,0.025304,0.024243,0.0194,steady
0.986966,0.950174,0.640937,0.620155,0.282431,steady
